id,symbol,image_location
1336,flag_solomon_islands,0
1337,flag_somalia,0
1338,flag_somaliland,0
1339,flag_south_africa,0
1340,flag_south_korea,0
1341,flag_spain,0
1342,flag_sri_lanka,0
1343,flag_st_kitts_and_nevis,0
1344,flag_st_helena,0
1345,flag_st_vincent_grenadines,0
1346,flag_suriname,0
1347,flag_swaziland,0
1348,flag_sweden,0
1349,flag_switzerland,0
1350,flag_syria,0
1351,flag_taiwan,0
1352,flag_tajikistan,0
1353,flag_tanzania,0
1354,flag_thailand,0
1355,flag_the_azores,0
1356,flag_the_bahamas,0
1357,flag_the_czech_republic,0
1358,flag_the_faroe_islands,0
1359,flag_the_gambia,0
1360,flag_the_netherlands,0
1361,flag_the_sudan,0
1362,flag_tibet,0
1363,flag_timor_leste,0
1364,flag_togo,0
1365,flag_tokelau,0
1366,flag_tonga,0
1367,flag_trinidad_and_tobago,0
1368,flag_tristan_de_cunha,0
1369,flag_tunisia,0
1370,flag_turkey,0
1371,flag_turkmenistan,0
1372,flag_turks_caicos_isles,0
1373,flag_tuvalu,0
1374,flag_uganda,0
1375,flag_ukraine,0
1376,flag_umm_al_qaiwan_uae,0
1377,flag_united_arab_emirates,0
1378,flag_united_kingdom,0
1379,flag_united_nations,0
1380,flag_united_states_of_america,0
1381,flag_uruguay,0
1382,flag_uzbekistan,0
1383,flag_vanuatu,0
1384,flag_vatican_city,0
1385,flag_venezuela,0
1386,flag_viet_nam,0
1387,flag_virgin_islands,0
1388,flag_wakes_island,0
1389,flag_wales,0
1390,flag_western_sahara,0
1391,flag_yemen,0
1392,flag_zambia,0
1393,flag_zimbabwe,0
1394,flame,0
1395,flamingo,0
1396,flannel,0
1397,flat,0
1398,flat_tyre,0
1399,flatscreen_tv,0
1400,flip,0
1401,flipper,0
1402,float_1,0
1403,floor,0
1404,florist_1a,0
1405,florist_1b,0
1406,florist_2a,0
1407,florist_2b,0
1408,flour_plain,0
1409,flour_self_raising,0
1410,flower,0
1411,flush_toilet,0
1412,flute,0
1413,fly,0
1414,fold_clothes,0
1415,food,0
1416,food_blender,0
1417,food_bowl_dog,0
1418,food_bowl_horse,0
1419,food_cold,0
1420,food_hot,0
1421,foot,0
1422,football,0
1423,football_kit_arsenal,0
1424,football_kit_aston_villa,0
1425,football_kit_barnsley,0
1426,football_kit_birmingham,0
1427,football_kit_blackburn_rovers,0
1428,football_kit_blackpool,0
1429,football_kit_blank,0
1430,football_kit_bolton_wanderers,0
1431,football_kit_bristol_city,0
1432,football_kit_burnley,0
1433,football_kit_cardiff,0
1434,football_kit_chelsea,0
1435,football_kit_coventry,0
1436,football_kit_crystal_palace,0
1437,football_kit_derby,0
1438,football_kit_doncaster,0
1439,football_kit_everton,0
1440,football_kit_fulham,0
1441,football_kit_hull_city,0
1442,football_kit_ipswich,0
1443,football_kit_leicester,0
1444,football_kit_liverpool,0
1445,football_kit_manchester_city,0
1446,football_kit_manchester_united,0
1447,football_kit_middlesbrough,0
1448,football_kit_newcastle_united,0
1449,football_kit_nottingham_forest,0
1450,football_kit_peterborough,0
1451,football_kit_plymouth_argyle,0
1452,football_kit_portsmouth,0
1453,football_kit_preston,0
1454,football_kit_qpr,0
1455,football_kit_reading,0
1456,football_kit_scunthorpe,0
1457,football_kit_sheffield_united,0
1458,football_kit_sheffield_weds,0
1459,football_kit_spurs,0
1460,football_kit_stoke_city,0
1461,football_kit_sunderland,0
1462,football_kit_swansea,0
1463,football_kit_watford,0
1464,football_kit_west_bromwich,0
1465,football_kit_west_ham_united,0
1466,football_kit_wigan_athletic,0
1467,football_kit_wolves,0
1468,forearm,0
1469,fork,0
1470,fork_adapted,0
1471,fork_lift_truck,0
1472,forty,0
1473,forward,0
1474,forwards,0
1475,four,0
1476,four_dots,0
1477,fourteen,0
1478,fox,0
1479,frankincense,0
1480,freckles,0
1481,freezer,0
1482,french_stick,0
1483,friction,0
1484,fridge,0
1485,frog,0
1486,fromage_frais,0
1487,front,0
1488,front_door,0
1489,frozen_chips,0
1490,frozen_fish_fingers,0
1491,frozen_food_box,0
1492,frozen_pizza,0
1493,fruit,0
1494,fruit_tree,0
1495,fry,0
1496,frying_pan,0
1497,full,0
1498,funnel,0
1499,funny_laugh,0
1500,furniture,0
1501,future,0
1502,fuzzy,0
1503,g,0
1504,g_lower_case,0
1505,garage,0
1506,garden_chair_folding,0
1507,garden_clippers,0
1508,gardener_1a,0
1509,gardener_1b,0
1510,gardener_2a,0
1511,gardener_2b,0
1512,garlic,0
1513,garlic_bread,0
1514,garlic_crusher,0
1515,geography,0
1516,geography_class,0
1517,get_dressed,0
1518,ghost,0
1519,giraffe,0
1520,glass,0
1521,drinking_glass,0
1522,glasses,0
1523,glitter,0
1524,globe,0
1525,gloves,0
1526,glue,0
1527,glue_stick,0
1528,gnat,0
1529,go_through_door,0
1530,goal,0
1531,gold_bar,0
1532,goldfish,0
1533,goldfish_bowl,0
1534,golf,0
1535,golf_club,0
1536,good,0
1537,good_person,0
1538,good_to_drink,0
1539,good_to_eat,0
1540,good_to_eat_2,0
1541,goose,0
1542,goose_roast,0
1543,gooseberry,0
1544,gorilla,0
1545,grains,0
1546,grandfather,0
1547,grandmother,0
1548,grandparents,0
1549,grape_juice,0
1550,grapefruit,0
1551,grapefruit_juice,0
1552,grapes,0
1553,graph_column,0
1554,grass,0
1555,grate,0
1556,grater,0
1557,gravity,0
1558,gravy_boat,0
1559,gravy_pour,0
1560,great,0
1561,green,0
1562,green_beans,0
1563,green_dark,0
1564,green_light,0
1565,greengrocer_1a,0
1566,greengrocer_1b,0
1567,greengrocer_2a,0
1568,greengrocer_2b,0
1569,grey_dark,0
1570,grey_light,0
1571,grill,0
1572,grill_pan,0
1573,ground,0
1574,group_work,0
1575,guinea_pig,0
1576,guitar,0
1577,gum,0
1578,guy,0
1579,guy_fawkes,0
1580,gym_1,0
1581,h,0
1582,h_lower_case,0
1583,hair_bunches,0
1584,hair_conditioner,0
1585,hair_curler,0
1586,hair_curlers_electric,0
1587,hair_curling_tongs,0
1588,hair_dye,0
1589,hair_dye_1,0
1590,hair_plaits,0
1591,hair_ponytail,0
1592,hairbrush,0
1593,haircut,0
1594,hairdryer,0
1595,hairspray,0
1596,half,0
1597,halloween,0
1598,ham,0
1599,ham_packet,0
1600,hamburger,0
1601,hamburger_carton,0
1602,hammer,0
1603,hamster,0
1604,hamster_food,0
1605,hamster_maze,0
1606,hand_bag,0
1607,hand_cream,0
1608,hand_mixer,0
1609,hand_punch,0
1610,handcuffs,0
1611,handle_bars,0
1612,handsome,0
1613,hangar,0
1614,hankerchief,0
1615,happy_lady,0
1616,happy_man,0
1617,hard,0
1618,hard_hat,0
1619,hare,0
1620,harvest,0
1621,harvest_festival,0
1622,hat_ladies,0
1623,hat_mans,0
1624,hat_christmas,0
1625,hat_too_big,0
1626,haunted_house,0
1627,hazelnut,0
1628,head,0
1629,head_teacher_1a,0
1630,head_teacher_1b,0
1631,head_teacher_2a,0
1632,head_teacher_2b,0
1633,headache,0
1634,headband,0
1635,headboard,0
1636,headlamp,0
1637,headmouse,0
1638,headphones,0
1639,headpointer_2,0
1640,healthy,0
1641,hear,0
1642,hearing_aid_1,0
1643,hearing_aid_2,0
1644,heart,0
1645,heart_shape,0
1646,heat,0
1647,heavy,0
1648,hedge,0
1649,hedge_cutters,0
1650,hedgehog,0
1651,heel,0
1652,heel_of_shoe,0
1653,helicopter,0
1654,hello,0
1655,helmet,0
1656,helmet_pilot,0
1657,heptagon,0
1658,heron,0
1659,hexagon,0
1660,high,0
1661,high_chair,0
1662,highest,0
1663,hip,0
1664,hippopotamus,0
1665,hips,0
1666,history,0
1667,history_class,0
1668,hoe,0
1669,hoist,0
1670,holdall,0
1671,hole_punch,0
1672,hole_punch_2,0
1673,hollow,0
1674,holly,0
1675,homepage,0
1676,honey,0
1677,hood_hoodie,0
1678,hooded_top,0
1679,hoof,0
1680,hoover,0
1681,horns,0
1682,horse,0
1683,hose,0
1684,hot,0
1685,hot_air_balloon,0
1686,hot_brush,0
1687,hot_chocolate,0
1688,hot_dog,0
1689,hot_person,0
1690,house,0
1691,houses_of_parliament,0
1692,how,0
1693,how_many,0
1694,hundred,0
1695,hungry,0
1696,husband,0
1697,i,0
1698,i_lower_case,0
1699,ice_cream,0
1700,ice_cream_2,0
1701,ice_cream_tub,0
1702,ice_lolly,0
1703,in,0
1704,in_front,0
1705,inbox,0
1706,index_cards,0
1707,ingredients,0
1708,inhaler,0
1709,inside_out,0
1710,inside_room,0
1711,install_software,0
1712,intellikeys,0
1713,internet,0
1714,intestine,0
1715,iphone,0
1716,ipod,0
1717,iron,0
1718,iron,0
1719,ironing_board,0
1720,is_this_enough,0
1721,it_assistant_1a,0
1722,it_assistant_1b,0
1723,it_assistant_2a,0
1724,it_assistant_2b,0
1725,it_class,0
1726,it_room,0
1727,itch,0
1728,ivy,0
1729,ivy_2,0
1730,j,0
1731,j_lower_case,0
1732,jack_in_box,0
1733,jacket,0
1734,jacket_mans,0
1735,jacket_2,0
1736,jacket_potato_1,0
1737,jam,0
1738,jam_tart,0
1739,jar,0
1740,jealous_lady,0
1741,jealous_man,0
1742,jeans,0
1743,jeep,0
1744,jelly,0
1745,jelly_beans,0
1746,jellyfish,0
1747,jesus,0
1748,jet_plane,0
1749,jewellery,0
1750,jigsaw_puzzle,0
1751,jigsaw_puzzle_piece,0
1752,joseph,0
1753,joystick_pennygiles,0
1754,judas,0
1755,judo,0
1756,judo_belt,0
1757,jumper,0
1758,jungle_gym,0
1759,jupiter,0
1760,k,0
1761,k_lower_case,0
1762,kangaroo,0
1763,kebab,0
1764,kennel,0
1765,kettle,0
1766,key_1,0
1767,key_2,0
1768,keyboard_electric,0
1769,kick_ball_1,0
1770,kick_ball_2,0
1771,kidneys,0
1772,killer_whale,0
1773,kite,0
1774,kiwi,0
1775,knee,0
1776,knickers,0
1777,knife,0
1778,knife_adapted,0
1779,knife_adapted_2,0
1780,koala,0
1781,koosh_ball,0
1782,l,0
1783,l_lower_case,0
1784,labels,0
1785,ladies_toilet,0
1786,ladle,0
1787,lady_face,0
1788,lager,0
1789,lamb,0
1790,lamb_2,0
1791,lamp,0
1792,lampshade,0
1793,lampshade_2,0
1794,lantern,0
1795,lantern_2,0
1796,laptop,0
1797,large,0
1798,lasagne,0
1799,last,0
1800,last_2,0
1801,last_month,0
1802,last_supper,0
1803,laughing_lady,0
1804,laughing_man,0
1805,laundry_basket,0
1806,lava_lamp,0
1807,lawnmower,0
1808,lead,0
1809,leaf,0
1810,leaves,0
1811,leek,0
1812,left,0
1813,left_click,0
1814,left_hand,0
1815,leg,0
1816,leg_warmers,0
1817,lego,0
1818,legs,0
1819,lemon,0
1820,lemon_squash,0
1821,lemonade,0
1822,lemonade_2,0
1823,lens,0
1824,lent,0
1825,lentils,0
1826,leopard,0
1827,letter,0
1828,lettuce,0
1829,lid,0
1830,lid_2,0
1831,lift,0
1832,light,0
1833,lightbulb,0
1834,lily,0
1835,lime,0
1836,line_diagonal,0
1837,line_horizontal,0
1838,line_parallel,0
1839,line_vertical,0
1840,lion,0
1841,lip_balm,0
1842,lip_bottom,0
1843,lip_top,0
1844,lips_1,0
1845,lipstick,0
1846,liquid_soap,0
1847,little,0
1848,little_mac_switch,0
1849,lizard,0
1850,locker,0
1851,log,0
1852,lollipop,0
1853,long_1,0
1854,long_hair,0
1855,long_johns,0
1856,look_in_mirror,0
1857,lorry,0
1858,lorry_2,0
1859,lost,0
1860,lotion,0
1861,lots_more,0
1862,loud,0
1863,low_fat_2,0
1864,lowest,0
1865,lucky,0
1866,lump,0
1867,lunch_1,0
1868,lunch_2,0
1869,lunch_box,0
1870,lunch_box_1,0
1871,lunch_time,0
1872,lungs,0
1873,m,0
1874,m_lower_case,0
1875,macadamias,0
1876,macaroni,0
1877,macaroni_cheese,0
1878,magnet,0
1879,magnetic,0
1880,main_course,0
1881,mains_socket,0
1882,make_the_bed,0
1883,make_up,0
1884,male_body,0
1885,man_face,0
1886,mange_tout,0
1887,manger,0
1888,mango,0
1889,marbles,0
1890,margarine,0
1891,marmite,0
1892,married,0
1893,marrow,0
1894,mars,0
1895,marshmallows,0
1896,mary,0
1897,mascara,0
1898,mash,0
1899,mash_potato,0
1900,mash_potato_1,0
1901,mash_potato_2,0
1902,masher,0
1903,mask_dustmask,0
1904,masking_tape,0
1905,maths,0
1906,maths_class,0
1907,mauve,0
1908,mauve_dark,0
1909,mauve_light,0
1910,mayonnaise,0
1911,measuring_cups,0
1912,measuring_jug,0
1913,measuring_spoons,0
1914,meat,0
1915,meatballs_and_spaghetti,0
1916,medal,0
1917,medicine,0
1918,medicine_cabinet,0
1919,melon,0
1920,melt,0
1921,memory_card,0
1922,memory_card_2,0
1923,mend,0
1924,mens_toilet,0
1925,menu,0
1926,mercury,0
1927,meringues,0
1928,merry_go_round,0
1929,messy_clothes,0
1930,messy_room,0
1931,microphone,0
1932,microscope,0
1933,microwave,0
1934,middle,0
1935,milk,0
1936,milk_2_litre,0
1937,milk_bottle,0
1938,milk_carton,0
1939,milk_person_1a,0
1940,milk_person_1b,0
1941,milk_person_2a,0
1942,milk_person_2b,0
1943,milkshake,0
1944,milkshake_banana,0
1945,milkshake_chocolate,0
1946,milkshake_strawberry,0
1947,milky_way,0
1948,mince_pie,0
1949,minced_meat,0
1950,mini_bus,0
1951,mints,0
1952,minute,0
1953,mirror,0
1954,mirror_1,0
1955,mirror_2,0
1956,mirror_ball,0
1957,mistake_no_wrong,0
1958,mistletoe,0
1959,mittens,0
1960,mixer,0
1961,mobile_phone,0
1962,mobile_phone_camera,0
1963,mobile_phone_case,0
1964,mobile_phone_cover,0
1965,mobile_phone_no,0
1966,mobile_phone_number,0
1967,mobile_phone_ring_tone,0
1968,mobile_phone_silent,0
1969,mobile_phone_text_message,0
1970,mobile_phone_video,0
1971,mole,0
1972,money,0
1973,monster,0
1974,moon,0
1975,mop,0
1976,moped,0
1977,more,0
1978,morning,0
1979,most,0
1980,moth,0
1981,motor_home,0
1982,motorcycle,0
1983,mountains,0
1984,mouse,0
1985,mouse_mat,0
1986,mouth,0
1987,mouthwash,0
1988,mouthwash_1,0
1989,muesli,0
1990,mug_2,0
1991,multi_media,0
1992,multiply,0
1993,mum_parent,0
1994,muscles,0
1995,mushroom,0
1996,music,0
1997,music_class,0
1998,music_room,0
1999,musical_instruments,0
2000,musician_1a,0
2001,musician_1b,0
2002,musician_2a,0
2003,musician_2b,0
2004,mussel,0
2005,my_computer_icon,0
2006,n,0
2007,n_lower_case,0
2008,nail,0
2009,nail_care,0
2010,nail_clippers,0
2011,nail_file,0
2012,nail_polish,0
2013,nail_polish_remover,0
2014,nappy,0
2015,nativity,0
2016,near,0
2017,neck,0
2018,necklace,0
2019,necklace_2,0
2020,need_toilet,0
2021,neither,0
2022,neptune,0
2023,nest,0
2024,nest_of_tables,0
2025,networked_computers,0
2026,new_document,0
2027,newspaper,0
2028,newspaper_person_1a,0
2029,newspaper_person_1b,0
2030,newspaper_person_2a,0
2031,newspaper_person_2b,0
2032,next,0
2033,next_month,0
2034,next_week,0
2035,night,0
2036,nightgown,0
2037,nine,0
2038,nine_dots,0
2039,nineteen,0
2040,ninety,0
2041,no_class,0
2042,no_smoking_sign,0
2043,noisy,0
2044,non_speaking,0
2045,nonpermeable,0
2046,noodles,0
2047,north,0
2048,north_east,0
2049,north_west,0
2050,nosey_cup,0
2051,nostril,0
2052,notebook,0
2053,notepad,0
2054,now,0
2055,nurse_1a,0
2056,nurse_1b,0
2057,nurse_2a,0
2058,nurse_2b,0
2059,nuts,0
2060,o,0
2061,o_lower_case,0
2062,oak_leaf,0
2063,occupational_therapist_1a,0
2064,occupational_therapist_1b,0
2065,occupational_therapist_2a,0
2066,occupational_therapist_2b,0
2067,octagon,0
2068,off,0
2069,office_block,0
2070,old_object,0
2071,old_person_1,0
2072,old_person_2,0
2073,old_person_3,0
2074,olive_oil,0
2075,olives,0
2076,olympic_games,0
2077,olympic_rings,0
2078,olympic_torch,0
2079,olympic_torch_2,0
2080,omelette,0
2081,on,0
2082,one,0
2083,one_dot,0
2084,one_hour,0
2085,one_third,0
2086,onion,0
2087,onion_rings,0
2088,opaque,0
2089,open,0
2090,open_2,0
2091,open_shop,0
2092,open_tin,0
2093,operating_theatre,0
2094,operation,0
2095,opposite,0
2096,orange,0
2097,orange_2,0
2098,orange_fizzy_drink,0
2099,orange_juice,0
2100,orange_squash,0
2101,ostrich,0
2102,out,0
2103,outbox,0
2104,outside,0
2105,oval,0
2106,over,0
2107,owl,0
2108,oxygen_mask,0
2109,oyster,0
2110,oyster_2,0
2111,ozone_layer,0
2112,p,0
2113,p_lower_case,0
2114,packed_lunch,0
2115,packed_lunch_2,0
2116,paddles,0
2117,paint,0
2118,paint_box,0
2119,paint_brush,0
2120,paint_brush_2,0
2121,paint_childs,0
2122,palm,0
2123,palm_sunday,0
2124,palm_tree,0
2125,pancake_2,0
2126,pancakes,0
2127,panda,0
2128,pants,0
2129,paper,0
2130,paper_towel,0
2131,paper_towels,0
2132,paperclip,0
2133,para_olympic_games,0
2134,parachute,0
2135,parade_1,0
2136,parade_2,0
2137,parallelogram,0
2138,paramedic_1a,0
2139,paramedic_1b,0
2140,paramedic_2a,0
2141,paramedic_2b,0
2142,parents,0
2143,parrot,0
2144,parsnip,0
2145,part,0
2146,partner,0
2147,party_celebration,0
2148,party_popper,0
2149,passion_flower,0
2150,passion_fruit,0
2151,passport,0
2152,past,0
2153,pasta,0
2154,pasta_sauce,0
2155,paste,0
2156,pastie,0
2157,pastry,0
2158,patch_on_clothes,0
2159,pate,0
2160,paw,0
2161,paw_1,0
2162,pe,0
2163,pe_class,0
2164,pea,0
2165,peach,0
2166,peacock,0
2167,peanut,0
2168,peanut_2,0
2169,peanut_butter,0
2170,pear,0
2171,peas,0
2172,pecan,0
2173,peel,0
2174,peeler,0
2175,pelican,0
2176,pen,0
2177,pen_and_paper,0
2178,pen_and_paper_2,0
2179,pencil,0
2180,pencil_and_paper,0
2181,pencil_and_paper_2,0
2182,pencil_box,0
2183,pencil_case,0
2184,pencil_sharpener,0
2185,pencil_sharpener_2,0
2186,penguin,0
2187,penis,0
2188,pentagon,0
2189,pepper,0
2190,pepper_mill,0
2191,percent,0
2192,perfume,0
2193,perm,0
2194,permeable,0
2195,personal_passport,0
2196,pestle_and_mortar,0
2197,pet_blanket,0
2198,pet_brush,0
2199,pet_carrier,0
2200,pet_carrying_basket,0
2201,pet_comb,0
2202,petal,0
2203,petrol_tanker,0
2204,petticoat,0
2205,phone_picture_video,0
2206,photocopier,0
2207,photographs,0
2208,physio_therapist_1a,0
2209,physio_therapist_1b,0
2210,physio_therapist_2a,0
2211,physio_therapist_2b,0
2212,piano,0
2213,pick_and_mix,0
2214,picnic,0
2215,picture,0
2216,picture_frame,0
2217,pie,0
2218,pie_apple,0
2219,pie_chart,0
2220,pie_cherry,0
2221,pie_meat,0
2222,piglet,0
2223,pilot_1a,0
2224,pilot_1b,0
2225,pilot_2a,0
2226,pilot_2b,0
2227,pine_cone,0
2228,pine_nut,0
2229,pineapple,0
2230,pineapple_juice,0
2231,pink,0
2232,pink_bright,0
2233,pink_pale,0
2234,pint,0
2235,pint_half,0
2236,pistachios,0
2237,pizza,0
2238,pizza_2,0
2239,pizza_cutter,0
2240,place_mat,0
2241,place_setting,0
2242,plane,0
2243,plane_landing,0
2244,plane_take_off,0
2245,planets,0
2246,plant,0
2247,plaster,0
2248,plastic,0
2249,plastic_bag,0
2250,plastic_pocket,0
2251,plate,0
2252,plate_guard,0
2253,plate_lipped,0
2254,play_area,0
2255,playdough,0
2256,playing_card_picture,0
2257,playing_cards,0
2258,playing_cards_clubs,0
2259,playing_cards_diamonds,0
2260,playing_cards_hearts,0
2261,playing_cards_patience,0
2262,playing_cards_spades,0
2263,playstation,0
2264,pliers,0
2265,plug_2,0
2266,plum,0
2267,plum_tomato,0
2268,pluto,0
2269,pocket,0
2270,point,0
2271,pointed,0
2272,polar_bear,0
2273,police_1a,0
2274,police_1b,0
2275,police_car,0
2276,police_helmet,0
2277,police_radio,0
2278,polish_nails,0
2279,pond,0
2280,pool_hoist,0
2281,pool_snooker,0
2282,pop_champagne_cork,0
2283,pop_socks,0
2284,poppadoms,0
2285,porcupine,0
2286,pork_chop,0
2287,porridge,0
2288,porter_hospital_1a,0
2289,porter_hospital_1b,0
2290,porter_hospital_2a,0
2291,porter_hospital_2b,0
2292,post_person_1a,0
2293,post_person_1b,0
2294,post_person_2a,0
2295,post_person_2b,0
2296,post_van,0
2297,postit,0
2298,pot,0
2299,pot_noodle,0
2300,potato,0
2301,potted_plant,0
2302,pottery,0
2303,potty_chair,0
2304,poultry,0
2305,pour_cake_mixture,0
2306,pour_custard,0
2307,powder_puff,0
2308,power_switch,0
2309,prawn,0
2310,pray,0
2311,prayer,0
2312,present,0
2313,pretty,0
2314,pretzel,0
2315,prickles,0
2316,print,0
2317,print_preview,0
2318,printer,0
2319,prism_hexagonal,0
2320,prism_triangular,0
2321,protein,0
2322,puffin,0
2323,pull_along_toy,0
2324,pumice_stone,0
2325,pumpkin,0
2326,pumpkin_lantern,0
2327,pumpkin_pie,0
2328,pupil,0
2329,puppet,0
2330,pureed_food,0
2331,pureed_food_2,0
2332,puritans,0
2333,purple,0
2334,purse,0
2335,put_in_bin,0
2336,put_on_cap,0
2337,put_on_coat,0
2338,put_out_rubbish,0
2339,pyjamas,0
2340,pyramid_square_base,0
2341,pyramid_triangular_base,0
2342,q,0
2343,q_lower_case,0
2344,quadrilateral,0
2345,quail,0
2346,quarter,0
2347,quiche_flan,0
2348,quiet,0
2349,r,0
2350,r_lower_case,0
2351,rabbit,0
2352,rabbit_hutch,0
2353,race_athletics,0
2354,radish,0
2355,rain,0
2356,rainbow,0
2357,raincoat,0
2358,raisin,0
2359,raisin_currants,0
2360,rake,0
2361,ram,0
2362,ramp,0
2363,rash,0
2364,rat,0
2365,rattle_snake,0
2366,ravioli,0
2367,razor,0
2368,razor_electric,0
2369,ready,0
2370,ready_2,0
2371,ready_meal,0
2372,ready_meal_lamb,0
2373,receive_email,0
2374,recipe,0
2375,rectangle,0
2376,recycle_bin,0
2377,recycle_logo,0
2378,recycling_bins,0
2379,red,0
2380,refridgerate,0
2381,refuse_collector_1a,0
2382,refuse_collector_1b,0
2383,refuse_collector_2a,0
2384,refuse_collector_2b,0
2385,refuse_lorry,0
2386,reindeer,0
2387,relax_3,0
2388,remote_control,0
2389,retire,0
2390,retired,0
2391,rhinoceros,0
2392,rhombus,0
2393,rhubarb,0
2394,ribbon,0
2395,rice,0
2396,rice_cake,0
2397,rice_packet,0
2398,ride_horse,0
2399,riding_hat,0
2400,rifle,0
2401,right,0
2402,right_click,0
2403,right_hand,0
2404,ring,0
2405,ring_binder,0
2406,risen,0
2407,road,0
2408,roast_dinner,0
2409,robin,0
2410,rocket,0
2411,rocket_2,0
2412,rocking_chair,0
2413,roll_on_deodorant,0
2414,roll_pastry,0
2415,roller_blind,0
2416,roller_coaster,0
2417,rolling_pin,0
2418,roman_blind,0
2419,room,0
2420,roots,0
2421,rose,0
2422,rosette,0
2423,rotary_washing_line,0
2424,rowing_boat,0
2425,rudolph,0
2426,rug,0
2427,rugby_ball,0
2428,run,0
2429,s,0
2430,s_lower_case,0
2431,sack,0
2432,sad_lady,0
2433,sad_man,0
2434,saddle,0
2435,saddle_2,0
2436,safety_goggles,0
2437,safety_pin,0
2438,sailor_1a,0
2439,sailor_1b,0
2440,salad,0
2441,salad_packet,0
2442,salad_plate,0
2443,salami_sausage,0
2444,salt,0
2445,salt,0
2446,salty,0
2447,same,0
2448,sand_pit,0
2449,sandals,0
2450,sandpaper,0
2451,sandwich,0
2452,sandwich_cheese,0
2453,sandwich_chicken,0
2454,sandwich_ham,0
2455,sandwich_sausage,0
2456,sandwich_toasted,0
2457,sanitary_towel,0
2458,satellite,0
2459,satsuma,0
2460,saturn,0
2461,sauce_apple,0
2462,sauce_brown,0
2463,sauce_cranberry,0
2464,sauce_tomato,0
2465,saucepan,0
2466,saucer,0
2467,sausage_and_mash,0
2468,sausage_cumberland,0
2469,sausage_roll,0
2470,sausage_roll_small,0
2471,sausages,0
2472,sausages_2,0
2473,save,0
2474,saw,0
2475,scales,0
2476,scales_2,0
2477,scales_fish,0
2478,scanning,0
2479,scar,0
2480,scarecrow,0
2481,scarf,0
2482,scary,0
2483,school,0
2484,school_1,0
2485,school_bag,0
2486,science,0
2487,science_class,0
2488,science_room,0
2489,scissors,0
2490,scoop,0
2491,scoop,0
2492,score_goal,0
2493,screw,0
2494,screwdriver,0
2495,scrubbing_brush,0
2496,seagull,0
2497,seahorse,0
2498,seal,0
2499,seat_belt,0
2500,second,0
2501,second_3,0
2502,secretary_1a,0
2503,secretary_1b,0
2504,secretary_2a,0
2505,secretary_2b,0
2506,see_saw,0
2507,seedling,0
2508,seeds,0
2509,seizure,0
2510,senses,0
2511,sensory_room,0
2512,sensory_tube,0
2513,serene_lady,0
2514,serene_man,0
2515,serve,0
2516,serviette,0
2517,set_the_table,0
2518,set_timer,0
2519,settee_1,0
2520,settee_2,0
2521,seven,0
2522,seven_dots,0
2523,seventeen,0
2524,seventy,0
2525,seventy_five_percent,0
2526,shallow,0
2527,shampoo,0
2528,shampoo_animal,0
2529,shampoo_hair,0
2530,shape_puzzle,0
2531,shapes,0
2532,shapesorter,0
2533,sharp,0
2534,shave,0
2535,shave_underarm,0
2536,shave_with_razor,0
2537,shaving_cream,0
2538,sheep,0
2539,shells,0
2540,shepherd_1a,0
2541,shepherd_1b,0
2542,shin,0
2543,shiny,0
2544,shirt,0
2545,shoe_ladies,0
2546,shoe_mans,0
2547,shooting_star,0
2548,shop,0
2549,shop_2,0
2550,short_1,0
2551,short_2,0
2552,short_hair,0
2553,shorts,0
2554,shoulder,0
2555,shower,0
2556,shower_1,0
2557,shower_2,0
2558,shower_cap,0
2559,shower_gel,0
2560,shrew,0
2561,shrimp,0
2562,shrove_tuesday_1,0
2563,shuttlecock,0
2564,side,0
2565,sieve,0
2566,sieve,0
2567,signpost,0
2568,signpost_1,0
2569,silence,0
2570,simnel_cake,0
2571,singer_1a,0
2572,singer_1b,0
2573,singer_2a,0
2574,singer_2b,0
2575,single_bed,0
2576,sink,0
2577,sink_2,0
2578,sister,0
2579,sit_at_computer,0
2580,sit_at_computer_2,0
2581,six,0
2582,six_dots,0
2583,sixteen,0
2584,sixty,0
2585,skate_park,0
2586,skateboard,0
2587,skeleton,0
2588,ski,0
2589,skin,0
2590,skirt,0
2591,skis,0
2592,skull,0
2593,skunk,0
2594,sledge,0
2595,sleep_suit_baby,0
2596,sleigh,0
2597,slice,0
2598,slide,0
2599,sling,0
2600,slippers,0
2601,slippery,0
2602,slug,0
2603,smoke,0
2604,smooth,0
2605,snail,0
2606,snake,0
2607,sneering_lady,0
2608,sneering_man,0
2609,sneeze_cold,0
2610,snow,0
2611,soap,0
2612,socks,0
2613,soft,0
2614,soldier_1a,0
2615,soldier_1b,0
2616,soldier_2a,0
2617,soldier_2b,0
2618,sole,0
2619,some,0
2620,son,0
2621,soup,0
2622,soup_carrot,0
2623,soup_chicken,0
2624,soup_mushroom,0
2625,soup_onion,0
2626,soup_pea,0
2627,soup_tomato,0
2628,soup_vegetable,0
2629,sour,0
2630,sour_cream,0
2631,south,0
2632,south_east,0
2633,south_west,0
2634,space_bar,0
2635,spaceship,0
2636,spade,0
2637,spaghetti,0
2638,spaghetti_bolognaise,0
2639,sparkler,0
2640,spatula,0
2641,spatula_2,0
2642,speech_language_therapist_1a,0
2643,speech_language_therapist_1b,0
2644,speech_language_therapist_2a,0
2645,speech_language_therapist_2b,0
2646,spicy,0
2647,spider,0
2648,spiders_web,0
